,taxon_id,GCF_000002765.6_species,GCF_000007345.1_species,GCF_000012325.1_species,GCF_000016525.1_species,GCF_000063445.1_species,GCF_000150955.2_species,GCF_000204415.1_species,GCF_000208865.1_species,GCF_000967895.1_species,GCF_001653755.1_species,GCF_002287195.1_species,GCF_002310855.1_species,GCF_009362255.1_species,GCF_030704535.1_species,GCF_032362555.1_species
uncultured Leptolyngbya sp.,332963.0,,,,,,,,,,,,,,4.761904761904762e-07,
Pyronema omphalodes,337075.0,,,,,,,,,,,,,,4.761904761904762e-07,
Spironucleus salmonicida,348837.0,,,,,,,,,,,,,,4.761904761904762e-07,1.5151515151515152e-06
Micavibrio aeruginosavorus,349221.0,,,,,,,,,,,,,,4.761904761904762e-07,2.4242424242424244e-06
Clostridium cavendishii,349931.0,,,,,,,,,,,,,,4.761904761904762e-07,
Cudoniella acicularis,354080.0,,,,,,,,,,,,,,4.761904761904762e-07,3.0303030303030305e-07
Rostrostelium ellipticum,361140.0,,,,,,,,,,,,,,4.761904761904762e-07,1.2121212121212122e-06
Runella limosa,370978.0,,,,,,,,,,,,,,4.761904761904762e-07,
Zhouia amylolytica,376730.0,,,,,,,,,,,,,,4.761904761904762e-07,
Thiohalophilus thiocyanatoxydans,381308.0,,,,,,,,,,,,,,4.761904761904762e-07,
Puniceicoccus vermicola,388746.0,,,,,,,,,,,,,,4.761904761904762e-07,
Thermogymnomonas acidicola,399579.0,,,,,,,,,,,,,,4.761904761904762e-07,
Undibacterium parvum,401471.0,,,,,,,,,,,,,,4.761904761904762e-07,
Clostridium sp. L2-50,411489.0,,,,,,,,,,,,,,4.761904761904762e-07,
Saccinobaculus environmental sample,413587.0,,,,,,,,,,,,,,4.761904761904762e-07,
Planctonema lauterbornii,415190.0,,,,,,,,,,,,,,4.761904761904762e-07,
Microbacterium marinilacus,415209.0,,,,,,,,,,,,,,4.761904761904762e-07,
Teratosphaeria destructans,418781.0,,,,,,,,,,,,,,4.761904761904762e-07,2.121212121212121e-06
[Candida] pseudohaemulonii,418784.0,,,,,,,,,,,,,,4.761904761904762e-07,
Chryseobacterium oranimense,421058.0,,,,,,,,,,,,,,4.761904761904762e-07,
Fibularhizoctonia sp. CBS 109695,436010.0,,,,,,,,,,,,,,4.761904761904762e-07,
Kaistia soli,446684.0,,,,,,,,,,,,,,4.761904761904762e-07,
Ekhidna lutea,447679.0,,,,,,,,,,,,,,4.761904761904762e-07,6.060606060606061e-07
Flavisolibacter ginsengisoli,462367.0,,,,,,,,,,,,,,4.761904761904762e-07,
Paxillus rubicundulus,463315.0,,,,,,,,,,,,,,4.761904761904762e-07,
Microseira wollei,467598.0,,,,,,,,,,,,,,4.761904761904762e-07,
Methanosphaerula palustris,475088.0,,,,,,,,,,,,,,4.761904761904762e-07,
Calditerrivibrio nitroreducens,477976.0,,,,,,,,,,,,,,4.761904761904762e-07,
Pararhodospirillum oryzae,478448.0,,,,,,,,,,,,,,4.761904761904762e-07,
Paenibacillus sp. P22,483908.0,,,,,,,,,,,,,,4.761904761904762e-07,
Diophrys apoligothrix,488248.0,,,,,,,,,,,,,,4.761904761904762e-07,
Arcicella rosea,502909.0,,,,,,,,,,,,,,4.761904761904762e-07,
Nocardia mikamii,508464.0,,,,,,,,,,,,,,4.761904761904762e-07,
Candidatus Azobacteroides pseudotrichonymphae,511435.0,,,,,,,,,,,,,,4.761904761904762e-07,
Brevibacillus fluminis,511487.0,,,,,,,,,,,,,,4.761904761904762e-07,
Arthromyces matolae,530044.0,,,,,,,,,,,,,,4.761904761904762e-07,3.0303030303030305e-07
Nocardioides caeni,574700.0,,,,,,,,,,,,,,4.761904761904762e-07,
Phialocephala subalpina,576137.0,,,,,,,,,,,,,,4.761904761904762e-07,
Acaryochloris sp. HICR111A,576912.0,,,,,,,,,,,,,,4.761904761904762e-07,
Agaricicola taiwanensis,591372.0,,,,,,,,,,,,,,4.761904761904762e-07,
Microbacterium humi,640635.0,,,,,,,,,,,,,,4.761904761904762e-07,
Lotharella oceanica,641309.0,,,,,,,,,,,,,,4.761904761904762e-07,
Gymnophrys sp. ATCC 50923,646463.0,,,,,,,,,,,,,,4.761904761904762e-07,
Actinoplanes sp. N902-109,649831.0,,,,,,,,,,,,,,4.761904761904762e-07,
uncultured SUP05 cluster bacterium,655186.0,,,,,,,,,,,,,,4.761904761904762e-07,6.060606060606061e-07
Streptomyces sp. SN-593,659352.0,,,,,,,,,,,,,,4.761904761904762e-07,
Apophysomyces ossiformis,679940.0,,,,,,,,,,,,,,4.761904761904762e-07,2.121212121212121e-06
Monomastix opisthostigma,687946.0,,,,,,,,,,,,,,4.761904761904762e-07,
Trypanosoma melophagium,715481.0,,,,,,,,,,,,,,4.761904761904762e-07,1.5151515151515152e-06
Rubricoccus marinus,716817.0,,,,,,,,,,,,,,4.761904761904762e-07,
Microbispora sp. GMKU363,718014.0,,,,,,,,,,,,,,4.761904761904762e-07,
Phocaeicola paurosaccharolyticus,732242.0,,,,,,,,,,,,,,4.761904761904762e-07,
Rhodotorula taiwanensis,741276.0,,,,,,,,,,,,,,4.761904761904762e-07,3.0303030303030305e-07
Alpinimonas psychrophila,748908.0,,,,,,,,,,,,,,4.761904761904762e-07,3.0303030303030305e-07
Clostridium sp. BNL1100,755731.0,,,,,,,,,,,,,,4.761904761904762e-07,
Aphanochaete confervicola,764104.0,,,,,,,,,,,,,,4.761904761904762e-07,
Microbotryum silenes-dioicae,796604.0,,,,,,,,,,,,,,4.761904761904762e-07,
Apodiophrys ovalis,864284.0,,,,,,,,,,,,,,4.761904761904762e-07,
Schizosaccharomyces cryophilus,866546.0,,,,,,,,,,,,,,4.761904761904762e-07,
Thermanaerothrix daxensis,869279.0,,,,,,,,,,,,,,4.761904761904762e-07,
Parallela novae-zelandiae,871273.0,,,,,,,,,,,,,,4.761904761904762e-07,
Massilia flava,871742.0,,,,,,,,,,,,,,4.761904761904762e-07,
Photobacterium sanguinicancri,875932.0,,,,,,,,,,,,,,4.761904761904762e-07,
Calothrix rhizosoleniae,888997.0,,,,,,,,,,,,,,4.761904761904762e-07,3.0303030303030305e-07
uncultured Phycisphaerae bacterium,904963.0,,,,,,,,,,,,,,4.761904761904762e-07,
Caldanaerobacter subterraneus,911092.0,,,,,,,,,,,,,,4.761904761904762e-07,
Sandaracinus amylolyticus,927083.0,,,,,,,,,,,,,,4.761904761904762e-07,
Synechocystis sp. PCC 7509,927677.0,,,,,,,,,,,,,,4.761904761904762e-07,
Ornithinibacillus halophilus,930117.0,,,,,,,,,,,,,,4.761904761904762e-07,
Mesobacillus persicus,930146.0,,,,,,,,,,,,,,4.761904761904762e-07,
Pseudomonas brassicacearum,930166.0,,,,,,,,,,,,,,4.761904761904762e-07,
Rhizopus delemar,936053.0,,,,,,,,,,,,,,4.761904761904762e-07,4.242424242424242e-06
Dissophora globulifera,979702.0,,,,,,,,,,,,,,4.761904761904762e-07,1.5151515151515152e-06
Rosenbergiella nectarea,988801.0,,,,,,,,,,,,,,4.761904761904762e-07,
Chlorodesmis sp. Tenija_050807E,996152.0,,,,,,,,,,,,,,4.761904761904762e-07,
Mastigocoleus testarum,996925.0,,,,,,,,,,,,,,4.761904761904762e-07,
Methylophaga lonarensis,999151.0,,,,,,,,,,,,,,4.761904761904762e-07,
Caulerpa cliftonii,1004391.0,,,,,,,,,,,,,,4.761904761904762e-07,
Pedosphaera parvula,1032527.0,,,,,,,,,,,,,,4.761904761904762e-07,
Kutzneria buriramensis,1045776.0,,,,,,,,,,,,,,4.761904761904762e-07,
Obba rivulosa,1052685.0,,,,,,,,,,,,,,4.761904761904762e-07,
Jaagichlorella roystonensis,1052852.0,,,,,,,,,,,,,,4.761904761904762e-07,
Sticholonche zanclea,1054997.0,,,,,,,,,,,,,,4.761904761904762e-07,9.09090909090909e-07
Bailinhaonella thermotolerans,1070861.0,,,,,,,,,,,,,,4.761904761904762e-07,
Volvox kirkiorum,1075617.0,,,,,,,,,,,,,,4.761904761904762e-07,
Armillaria solidipes,1076256.0,,,,,,,,,,,,,,4.761904761904762e-07,
Hepatospora eriocheir,1081669.0,,,,,,,,,,,,,,4.761904761904762e-07,9.09090909090909e-07
Bosea sp. 117,1125973.0,,,,,,,,,,,,,,4.761904761904762e-07,
Oceanivirga miroungae,1130046.0,,,,,,,,,,,,,,4.761904761904762e-07,
Uromyces hobsonii,1131378.0,,,,,,,,,,,,,,4.761904761904762e-07,
Ornatilinea apprima,1134406.0,,,,,,,,,,,,,,4.761904761904762e-07,
Pseudomassariella vexata,1141098.0,,,,,,,,,,,,,,4.761904761904762e-07,
Moorena producens,1155739.0,,,,,,,,,,,,,,4.761904761904762e-07,
Ustilaginoidea virens,1159556.0,,,,,,,,,,,,,,4.761904761904762e-07,1.2121212121212122e-06
Tangfeifania diversioriginum,1168035.0,,,,,,,,,,,,,,4.761904761904762e-07,
Leptolyngbya sp. PCC 6406,1173264.0,,,,,,,,,,,,,,4.761904761904762e-07,
Chlorella sp. K10,1175499.0,,,,,,,,,,,,,,4.761904761904762e-07,
Cladophialophora psammophila,1182553.0,,,,,,,,,,,,,,4.761904761904762e-07,
Oceanicella actignis,1189325.0,,,,,,,,,,,,,,4.761904761904762e-07,
Litorilinea aerophila,1204385.0,,,,,,,,,,,,,,4.761904761904762e-07,
Trebouxiophyceae sp. MX-AZ01,1208065.0,,,,,,,,,,,,,,4.761904761904762e-07,
Halomicronema hongdechloris,1209493.0,,,,,,,,,,,,,,4.761904761904762e-07,
Aspergillus tanneri,1220188.0,,,,,,,,,,,,,,4.761904761904762e-07,9.09090909090909e-07
Candidatus Rickettsiella isopodorum,1225476.0,,,,,,,,,,,,,,4.761904761904762e-07,
Roseofilum reptotaenium,1233427.0,,,,,,,,,,,,,,4.761904761904762e-07,
Alkalicoccus luteus,1237094.0,,,,,,,,,,,,,,4.761904761904762e-07,
Calothrix elsteri,1247191.0,,,,,,,,,,,,,,4.761904761904762e-07,
Bacteroides sp. CAG:709,1262748.0,,,,,,,,,,,,,,4.761904761904762e-07,
Clostridium sp. CAG:793,1262840.0,,,,,,,,,,,,,,4.761904761904762e-07,
Pseudomaricurvus alkylphenolicus,1306991.0,,,,,,,,,,,,,,4.761904761904762e-07,3.0303030303030305e-07
Vararia minispora,1314805.0,,,,,,,,,,,,,,4.761904761904762e-07,9.09090909090909e-07
Auricularia subglabra,1331295.0,,,,,,,,,,,,,,4.761904761904762e-07,
Thermogutta terrifontis,1331910.0,,,,,,,,,,,,,,4.761904761904762e-07,
Enterovirga rhinocerotis,1339210.0,,,,,,,,,,,,,,4.761904761904762e-07,
Dentiscutata erythropus,1348616.0,,,,,,,,,,,,,,4.761904761904762e-07,2.7272727272727272e-06
Bradyrhizobium diazoefficiens,1355477.0,,,,,,,,,,,,,,4.761904761904762e-07,
Rotundella rotunda,1357779.0,,,,,,,,,,,,,,4.761904761904762e-07,
Candidatus Pelagibacter sp. HIMB1321,1388755.0,,,,,,,,,,,,,,4.761904761904762e-07,
Candidatus Contendobacter odensis,1400860.0,,,,,,,,,,,,,,4.761904761904762e-07,
Calidithermus terrae,1408545.0,,,,,,,,,,,,,,4.761904761904762e-07,
Candidatus Symbiobacter mobilis,1436290.0,,,,,,,,,,,,,,4.761904761904762e-07,
Synechococcus sp. M16.1,1442553.0,,,,,,,,,,,,,,4.761904761904762e-07,
Gynuella sunshinyii,1445505.0,,,,,,,,,,,,,,4.761904761904762e-07,
Gemmobacter aestuarii,1445661.0,,,,,,,,,,,,,,4.761904761904762e-07,
Candidatus Magnetobacterium casensis,1455061.0,,,,,,,,,,,,,,4.761904761904762e-07,
Carbonactinospora thermoautotrophica,1469144.0,,,,,,,,,,,,,,4.761904761904762e-07,
Ghiorsea bivora,1485545.0,,,,,,,,,,,,,,4.761904761904762e-07,
Clavulina sp. PMI_390,1486700.0,,,,,,,,,,,,,,4.761904761904762e-07,6.060606060606061e-07
Creneis carolina,1490885.0,,,,,,,,,,,,,,4.761904761904762e-07,
Clostridium culturomicium,1499683.0,,,,,,,,,,,,,,4.761904761904762e-07,
cyanobacterium TDX16,1503470.0,,,,,,,,,,,,,,4.761904761904762e-07,6.060606060606061e-07
Litoreibacter ponti,1510457.0,,,,,,,,,,,,,,4.761904761904762e-07,
Candidatus Thermochlorobacteriaceae bacterium GBChlB,1519464.0,,,,,,,,,,,,,,4.761904761904762e-07,
Nostoc parmelioides,1521621.0,,,,,,,,,,,,,,4.761904761904762e-07,
Aquisalinus flavus,1526572.0,,,,,,,,,,,,,,4.761904761904762e-07,
Suigetsumonas clinomigrationis,1527026.0,,,,,,,,,,,,,,4.761904761904762e-07,
Streptomyces fuscigenes,1528880.0,,,,,,,,,,,,,,4.761904761904762e-07,
Bradymonas sediminis,1548548.0,,,,,,,,,,,,,,4.761904761904762e-07,
Aetokthonos hydrillicola,1550245.0,,,,,,,,,,,,,,4.761904761904762e-07,
Flavobacterium sp. JRM,1566022.0,,,,,,,,,,,,,,4.761904761904762e-07,
Jaminaea rosea,1569628.0,,,,,,,,,,,,,,4.761904761904762e-07,1.818181818181818e-06
Dickeya undicola,1577887.0,,,,,,,,,,,,,,4.761904761904762e-07,
Phialocephala sp. SA-2014,1592982.0,,,,,,,,,,,,,,4.761904761904762e-07,
Lanmaoa asiatica,1603062.0,,,,,,,,,,,,,,4.761904761904762e-07,
fungal sp. No.11243,1603295.0,,,,,,,,,,,,,,4.761904761904762e-07,3.0303030303030305e-07
Planctomyces sp. SH-PL14,1632864.0,,,,,,,,,,,,,,4.761904761904762e-07,
Algoriphagus aestuarii,1634955.0,,,,,,,,,,,,,,4.761904761904762e-07,3.0303030303030305e-07
uncultured Thermomicrobiales bacterium,1645740.0,,,,,,,,,,,,,,4.761904761904762e-07,
Blattabacterium cuenoti,1653831.0,,,,,,,,,,,,,,4.761904761904762e-07,
Thiospirillum jenense,1653858.0,,,,,,,,,,,,,,4.761904761904762e-07,
Verrucomicrobia subdivision 6 bacterium BACL9 MAG-120924-bin69,1655635.0,,,,,,,,,,,,,,4.761904761904762e-07,
Pelagibacterium sp. SCN 63-23,1660124.0,,,,,,,,,,,,,,4.761904761904762e-07,
Rubrivivax sp. SCN 71-131,1660138.0,,,,,,,,,,,,,,4.761904761904762e-07,
Roseibaca calidilacus,1666912.0,,,,,,,,,,,,,,4.761904761904762e-07,
Glutinoglossum americanum,1670608.0,,,,,,,,,,,,,,4.761904761904762e-07,3.0303030303030305e-07
uncultured Chloroflexia bacterium,1672391.0,,,,,,,,,,,,,,4.761904761904762e-07,
Paracoccus onubensis,1675788.0,,,,,,,,,,,,,,4.761904761904762e-07,
Planktothrix serta,1678310.0,,,,,,,,,,,,,,4.761904761904762e-07,6.060606060606061e-07
Domibacillus antri,1714264.0,,,,,,,,,,,,,,4.761904761904762e-07,
Senegalia massiliensis,1720316.0,,,,,,,,,,,,,,4.761904761904762e-07,
Desulfitibacter sp. BRH_c19,1734395.0,,,,,,,,,,,,,,4.761904761904762e-07,
Paenibacillus sp. Leaf72,1736234.0,,,,,,,,,,,,,,4.761904761904762e-07,
Devosia sp. Root685,1736587.0,,,,,,,,,,,,,,4.761904761904762e-07,
Calycina marina,1763456.0,,,,,,,,,,,,,,4.761904761904762e-07,
Hydrogenophaga crassostreae,1763535.0,,,,,,,,,,,,,,4.761904761904762e-07,
Varunaivibrio sulfuroxidans,1773489.0,,,,,,,,,,,,,,4.761904761904762e-07,
Candidatus Aegiribacteria sp. MLS_C,1775674.0,,,,,,,,,,,,,,4.761904761904762e-07,
Hymenobacter gummosus,1776032.0,,,,,,,,,,,,,,4.761904761904762e-07,
Massilia eburnea,1776165.0,,,,,,,,,,,,,,4.761904761904762e-07,
Actinobacteria bacterium RBG_16_64_13,1797200.0,,,,,,,,,,,,,,4.761904761904762e-07,
Chlamydiae bacterium RIFCSPHIGHO2_12_FULL_27_8,1797601.0,,,,,,,,,,,,,,4.761904761904762e-07,
Chlamydiae bacterium RIFCSPHIGHO2_12_FULL_49_11,1797603.0,,,,,,,,,,,,,,4.761904761904762e-07,
Chloroflexi bacterium RBG_13_51_36,1797625.0,,,,,,,,,,,,,,4.761904761904762e-07,9.09090909090909e-07
Chloroflexi bacterium RBG_16_57_11,1797651.0,,,,,,,,,,,,,,4.761904761904762e-07,
Deltaproteobacteria bacterium RBG_13_52_11b,1797830.0,,,,,,,,,,,,,,4.761904761904762e-07,
Deltaproteobacteria bacterium RBG_16_48_10,1797839.0,,,,,,,,,,,,,,4.761904761904762e-07,
Ignavibacteria bacterium GWB2_35_6b,1798424.0,,,,,,,,,,,,,,4.761904761904762e-07,
Candidatus Kaiserbacteria bacterium RIFCSPHIGHO2_02_FULL_55_17,1798496.0,,,,,,,,,,,,,,4.761904761904762e-07,
Candidatus Kaiserbacteria bacterium RIFCSPLOWO2_01_FULL_53_17,1798511.0,,,,,,,,,,,,,,4.761904761904762e-07,
Gammaproteobacteria bacterium SCGC AG-212-F23,1799661.0,,,,,,,,,,,,,,4.761904761904762e-07,
Planctomycetes bacterium GWA2_39_15,1801947.0,,,,,,,,,,,,,,4.761904761904762e-07,
Candidatus Rokubacteria bacterium RIFCSPLOWO2_02_FULL_71_18,1802105.0,,,,,,,,,,,,,,4.761904761904762e-07,
Candidatus Uhrbacteria bacterium RIFOXYB2_FULL_45_11,1802421.0,,,,,,,,,,,,,,4.761904761904762e-07,
Alphaproteobacteria bacterium CG1_02_46_17,1803508.0,,,,,,,,,,,,,,4.761904761904762e-07,6.060606060606061e-07
Moramonas marocensis,1805496.0,,,,,,,,,,,,,,4.761904761904762e-07,
Vischeria sp. CAUP Q 202,1805947.0,,,,,,,,,,,,,,4.761904761904762e-07,
Syntrophaceae bacterium PtaB.Bin095,1811717.0,,,,,,,,,,,,,,4.761904761904762e-07,
Rhodohalobacter halophilus,1812810.0,,,,,,,,,,,,,,4.761904761904762e-07,
Dactylella cylindrospora,1814901.0,,,,,,,,,,,,,,4.761904761904762e-07,3.0303030303030305e-07
Candidatus Thiodiazotropha endoloripes,1818881.0,,,,,,,,,,,,,,4.761904761904762e-07,
Desulforamulus ferrireducens,1833852.0,,,,,,,,,,,,,,4.761904761904762e-07,
Cycloclasticus sp. symbiont of Poecilosclerida sp. M,1840537.0,,,,,,,,,,,,,,4.761904761904762e-07,
Planctopirus hydrillae,1841610.0,,,,,,,,,,,,,,4.761904761904762e-07,
Acidaminococcus massiliensis,1852375.0,,,,,,,,,,,,,,4.761904761904762e-07,
Actinobacteria bacterium ADurb.BinA094,1852790.0,,,,,,,,,,,,,,4.761904761904762e-07,
Bacteroidetes bacterium ADurb.Bin057,1852802.0,,,,,,,,,,,,,,4.761904761904762e-07,
Firmicutes bacterium ADurb.Bin300,1852888.0,,,,,,,,,,,,,,4.761904761904762e-07,
Planctomycetes bacterium ADurb.Bin412,1852905.0,,,,,,,,,,,,,,4.761904761904762e-07,3.0303030303030305e-07
Verrucomicrobia bacterium ADurb.Bin006,1852924.0,,,,,,,,,,,,,,4.761904761904762e-07,
Parcubacteria group bacterium ADurb.Bin159,1852937.0,,,,,,,,,,,,,,4.761904761904762e-07,
Symbiochloris tropica,1853883.0,,,,,,,,,,,,,,4.761904761904762e-07,
Dyella sp. OK004,1855292.0,,,,,,,,,,,,,,4.761904761904762e-07,
'Osedax' symbiont bacterium Rs2_46_30_T18,1856298.0,,,,,,,,,,,,,,4.761904761904762e-07,
bacterium ADurb.Bin425,1866929.0,,,,,,,,,,,,,,4.761904761904762e-07,
bacterium ADurb.Bin478,1866932.0,,,,,,,,,,,,,,4.761904761904762e-07,
Amphiamblys sp. WSBS2006,1866961.0,,,,,,,,,,,,,,4.761904761904762e-07,1.5151515151515152e-06
Chlamydiales bacterium SCGC AB-751-O23,1871322.0,,,,,,,,,,,,,,4.761904761904762e-07,
Opitutus sp. GAS368,1882749.0,,,,,,,,,,,,,,4.761904761904762e-07,
Chloroparvula pacifica,1883388.0,,,,,,,,,,,,,,4.761904761904762e-07,
Pterula gracilis,1884261.0,,,,,,,,,,,,,,4.761904761904762e-07,6.060606060606061e-07
Dictyota sp.,1891090.0,,,,,,,,,,,,,,4.761904761904762e-07,
Chloroflexi bacterium 44-23,1895927.0,,,,,,,,,,,,,,4.761904761904762e-07,
Chloroflexi bacterium 54-19,1895928.0,,,,,,,,,,,,,,4.761904761904762e-07,
Umbelopsis sp. PMI_123,1896174.0,,,,,,,,,,,,,,4.761904761904762e-07,1.818181818181818e-06
Mortierella sp. AD032,1896183.0,,,,,,,,,,,,,,4.761904761904762e-07,3.0303030303030305e-07
Mortierella sp. NVP85,1896193.0,,,,,,,,,,,,,,4.761904761904762e-07,2.121212121212121e-06
Clostridium sp. 27_14,1896979.0,,,,,,,,,,,,,,4.761904761904762e-07,
Cryomorphaceae bacterium,1898111.0,,,,,,,,,,,,,,4.761904761904762e-07,
Spirochaetaceae bacterium,1898206.0,,,,,,,,,,,,,,4.761904761904762e-07,1.2121212121212122e-06
Acetobacteraceae bacterium,1909293.0,,,,,,,,,,,,,,4.761904761904762e-07,
Synechococcus sp. Lanier,1910957.0,,,,,,,,,,,,,,4.761904761904762e-07,
Actinomycetales bacterium,1911520.0,,,,,,,,,,,,,,4.761904761904762e-07,
Mangrovicoccus ximenensis,1911570.0,,,,,,,,,,,,,,4.761904761904762e-07,
Alteromonas sp. V450,1912139.0,,,,,,,,,,,,,,4.761904761904762e-07,
Methylocaldum sp. SAD2,1912212.0,,,,,,,,,,,,,,4.761904761904762e-07,
Suillus ampliporus,1912932.0,,,,,,,,,,,,,,4.761904761904762e-07,
Synechococcus sp. Nb3U1,1914529.0,,,,,,,,,,,,,,4.761904761904762e-07,
Phenylobacterium deserti,1914756.0,,,,,,,,,,,,,,4.761904761904762e-07,
Bacteroidetes bacterium QH_2_63_10,1919092.0,,,,,,,,,,,,,,4.761904761904762e-07,
Bacteroidetes bacterium SW_11_45_7,1919113.0,,,,,,,,,,,,,,4.761904761904762e-07,
Leptolyngbya sp. 'hensonii',1922337.0,,,,,,,,,,,,,,4.761904761904762e-07,
SAR202 cluster bacterium Casp-Chloro-G1,1926603.0,,,,,,,,,,,,,,4.761904761904762e-07,
Xanthomonadaceae bacterium,1926873.0,,,,,,,,,,,,,,4.761904761904762e-07,
Reyranella sp.,1929291.0,,,,,,,,,,,,,,4.761904761904762e-07,
Roseimaritima multifibrata,1930274.0,,,,,,,,,,,,,,4.761904761904762e-07,
Janthinobacterium sp. LM6,1938606.0,,,,,,,,,,,,,,4.761904761904762e-07,
Nostocales cyanobacterium HT-58-2,1940762.0,,,,,,,,,,,,,,4.761904761904762e-07,
Marasmitruncus massiliensis,1944642.0,,,,,,,,,,,,,,4.761904761904762e-07,
Desulfobacteraceae bacterium 4484_190.2,1956168.0,,,,,,,,,,,,,,4.761904761904762e-07,
Ideonella sp. A 288,1962181.0,,,,,,,,,,,,,,4.761904761904762e-07,
Bacillus sp. SRB_8,1969377.0,,,,,,,,,,,,,,4.761904761904762e-07,
Acidocella sp. 20-61-6,1970303.0,,,,,,,,,,,,,,4.761904761904762e-07,
Bacteroidetes bacterium 4572_117,1971632.0,,,,,,,,,,,,,,4.761904761904762e-07,
Calothrix parasitica,1973486.0,,,,,,,,,,,,,,4.761904761904762e-07,
Chroococcus sp. FPU101,1974212.0,,,,,,,,,,,,,,4.761904761904762e-07,
Candidatus Woesearchaeota archaeon CG10_big_fil_rev_8_21_14_0_10_30_7,1974456.0,,,,,,,,,,,,,,4.761904761904762e-07,
Candidatus Shapirobacteria bacterium CG09_land_8_20_14_0_10_38_17,1974884.0,,,,,,,,,,,,,,4.761904761904762e-07,
Henriciella pelagia,1977912.0,,,,,,,,,,,,,,4.761904761904762e-07,
Spartobacteria bacterium Tous-C9RFEB,1982327.0,,,,,,,,,,,,,,4.761904761904762e-07,
SAR116 cluster bacterium MED-G04,1986233.0,,,,,,,,,,,,,,4.761904761904762e-07,
Flavobacteriales bacterium TMED235,1986726.0,,,,,,,,,,,,,,4.761904761904762e-07,
Chondrocystis sp. NIES-4102,2005460.0,,,,,,,,,,,,,,4.761904761904762e-07,
Calothrix sp. NIES-4101,2005461.0,,,,,,,,,,,,,,4.761904761904762e-07,
Vertebrata australis,2006943.0,,,,,,,,,,,,,,4.761904761904762e-07,
Dasya naccarioides,2007180.0,,,,,,,,,,,,,,4.761904761904762e-07,
Pigmentiphaga sp. NML080357,2008675.0,,,,,,,,,,,,,,4.761904761904762e-07,
Alphaproteobacteria bacterium MarineAlpha1_Bin1,2013065.0,,,,,,,,,,,,,,4.761904761904762e-07,
Betaproteobacteria bacterium HGW-Betaproteobacteria-8,2013720.0,,,,,,,,,,,,,,4.761904761904762e-07,
Chloroflexi bacterium HGW-Chloroflexi-6,2013729.0,,,,,,,,,,,,,,4.761904761904762e-07,
Chloroflexi bacterium HGW-Chloroflexi-8,2013731.0,,,,,,,,,,,,,,4.761904761904762e-07,
Bacillus sp. FJAT-44742,2014005.0,,,,,,,,,,,,,,4.761904761904762e-07,
Burkholderiales bacterium PBB2,2015564.0,,,,,,,,,,,,,,4.761904761904762e-07,
Parcubacteria group bacterium Athens0714_26,2017164.0,,,,,,,,,,,,,,4.761904761904762e-07,
Micavibrio sp.,2024841.0,,,,,,,,,,,,,,4.761904761904762e-07,
SAR324 cluster bacterium,2024889.0,,,,,,,,,,,,,,4.761904761904762e-07,
Acidimicrobiaceae bacterium,2024894.0,,,,,,,,,,,,,,4.761904761904762e-07,
Synechococcus sp. 8F6,2025606.0,,,,,,,,,,,,,,4.761904761904762e-07,
Oceanibium sediminis,2026339.0,,,,,,,,,,,,,,4.761904761904762e-07,
Candidatus Saccharibacteria bacterium,2026720.0,,,,,,,,,,,,,,4.761904761904762e-07,3.0303030303030305e-07
Candidatus Thioglobus sp.,2026721.0,,,,,,,,,,,,,,4.761904761904762e-07,
Nitrospiraceae bacterium,2026770.0,,,,,,,,,,,,,,4.761904761904762e-07,
Candidatus Poribacteria bacterium,2026781.0,,,,,,,,,,,,,,4.761904761904762e-07,
Puniceicoccaceae bacterium,2026784.0,,,,,,,,,,,,,,4.761904761904762e-07,
Thaumarchaeota archaeon,2026795.0,,,,,,,,,,,,,,4.761904761904762e-07,
Verrucomicrobiaceae bacterium,2026800.0,,,,,,,,,,,,,,4.761904761904762e-07,
Epsilonproteobacteria bacterium,2026809.0,,,,,,,,,,,,,,4.761904761904762e-07,
Peltula farinosa,2028454.0,,,,,,,,,,,,,,4.761904761904762e-07,
Stenotrophobium rhamnosiphilum,2029166.0,,,,,,,,,,,,,,4.761904761904762e-07,
Pelagibacterium lentulum,2029865.0,,,,,,,,,,,,,,4.761904761904762e-07,
Candidatus Peregrinibacteria bacterium,2030811.0,,,,,,,,,,,,,,4.761904761904762e-07,
SAR202 cluster bacterium,2030829.0,,,,,,,,,,,,,,4.761904761904762e-07,
Armatimonadetes bacterium,2033014.0,,,,,,,,,,,,,,4.761904761904762e-07,3.0303030303030305e-07
bacterium HR16,2035411.0,,,,,,,,,,,,,,4.761904761904762e-07,
bacterium HR21,2035416.0,,,,,,,,,,,,,,4.761904761904762e-07,
bacterium HR26,2035421.0,,,,,,,,,,,,,,4.761904761904762e-07,1.2121212121212122e-06
bacterium HR33,2035428.0,,,,,,,,,,,,,,4.761904761904762e-07,
bacterium HR40,2035435.0,,,,,,,,,,,,,,4.761904761904762e-07,
Ophiocordyceps camponoti-saundersi (nom. inval.),2039874.0,,,,,,,,,,,,,,4.761904761904762e-07,
Ophiocordyceps camponoti-leonardi (nom. inval.),2039875.0,,,,,,,,,,,,,,4.761904761904762e-07,
Candidatus Brocadia sp. WS118,2040625.0,,,,,,,,,,,,,,4.761904761904762e-07,
Candidatus Sulfotelmatobacter sp. SbA7,2043160.0,,,,,,,,,,,,,,4.761904761904762e-07,
