superkingdom,kingdom,phylum,class,order,family,genus,species,tax_id
Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Trichogrammatidae,Trichogramma,Trichogramma brassicae,86971
Bacteria,Pseudomonadati,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Tamlana,Tamlana carrageenivorans,2069432
Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas sp. SK18,1938366
Eukaryota,,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Mayamaea,Mayamaea pseudoterrestris,2872254
Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas sp. EB27,1938368
Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Sarocladiaceae,Sarocladium,Sarocladium implicatum,1610689
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Noctuidae,Cerastis,Cerastis rubricosa,988089
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Clerodendrum,Clerodendrum bungei,54211
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Tortricidae,Acleris,Acleris sparsana,758717
Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Diprionidae,Neodiprion,Neodiprion fabricii,2872261
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Noctuidae,Dryobotodes,Dryobotodes eremita,988106
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Cornales,Loasaceae,Mentzelia,Mentzelia albicaulis,193483
Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Formicidae,Acromyrmex,Acromyrmex echinatior,103372
Archaea,Methanobacteriati,Methanobacteriota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,,Archaeoglobaceae archaeon,2511821
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Piptanthus,Piptanthus nepalensis,70606
Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Thalassotalea,Thalassotalea profundi,2036687
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Tortricidae,Notocelia,Notocelia uddmanniana,1594315
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Crambidae,Nymphula,Nymphula nitidulata,1594316
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Crambidae,Parapoynx,Parapoynx stratiotata,1594321
Archaea,Methanobacteriati,Methanobacteriota,Thermococci,Thermococcales,,,Thermococcales archaeon 44_46,1635283
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Chionochloa,Chionochloa pallens,177108
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Clerodendrum,Clerodendrum trichotomum,54229
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Vitales,Vitaceae,Nekemias,Nekemias chaffanjonii,2954194
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Alismatales,Zosteraceae,Zostera,Zostera marina,29655
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Noctuidae,Eugnorisma,Eugnorisma glareosa,988114
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Alismatales,Araceae,Spirodela,Spirodela polyrhiza,29656
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Noctuidae,Hecatera,Hecatera dysodea,988125
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Paulowniaceae,Paulownia,Paulownia fortunei,586722
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Pyralidae,Ephestia,Ephestia elutella,1373157
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Brassicales,Brassicaceae,Thlaspi,Thlaspi arvense,13288
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Asparagales,Orchidaceae,Phalaenopsis,Phalaenopsis equestris,78828
Eukaryota,Metazoa,Arthropoda,Insecta,Megaloptera,Corydalidae,Neoneuromus,Neoneuromus ignobilis,1569773
Bacteria,Bacillati,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter,Solirubrobacter deserti,2282478
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Orobanchaceae,Phelipanche,Phelipanche ramosa,46066
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Tineidae,Tinea,Tinea trinotella,1594354
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Yponomeutidae,Yponomeuta,Yponomeuta plumbellus,1594356
Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Tephritidae,Anomoia,Anomoia purmunda,103414
Bacteria,Pseudomonadati,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,Flavobacteriaceae bacterium MAR_2010_188,1250295
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Oleaceae,Ligustrum,Ligustrum japonicum,46072
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Saxifragales,Saxifragaceae,Saxifraga,Saxifraga viridiflora,3027960
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Yponomeutidae,Zelleria,Zelleria hepariella,1594360
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Blastobasidae,Blastobasis,Blastobasis lacticolella,2561016
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Drepanidae,Polyploca,Polyploca ridens,988154
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Tortricidae,Lathronympha,Lathronympha strigana,1594361
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Vitales,Vitaceae,Vitis,Vitis bryoniifolia,390140
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Noctuidae,Tiliacea,Tiliacea aurago,988162
Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium fujikuroi,5127
Bacteria,Bacillati,Bacillota,Clostridia,,,,Clostridia bacterium,2044939
Bacteria,Pseudomonadati,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia sp. RPE67,758796
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Dioscoreales,Dioscoreaceae,Dioscorea,Dioscorea cayenensis,29710
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Noctuidae,Luperina,Luperina testacea,988174
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Notodontidae,Drymonia,Drymonia ruficornis,988178
Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Raoultella,Raoultella ornithinolytica,54291
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Hedysarum,Hedysarum polybotrys,119828
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Amborellales,Amborellaceae,Amborella,Amborella trichopoda,13333
Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Braconidae,Microctonus,Microctonus aethiopoides,144406
Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Conopidae,Conops,Conops quadrifasciatus,2823188
Eukaryota,Fungi,Ascomycota,Sordariomycetes,Sordariales,Sordariaceae,Neurospora,Neurospora crassa,5141
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Amaranthus,Amaranthus tricolor,29722
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Apiales,Apiaceae,Ligusticopsis,Ligusticopsis daucoides,496670
Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Megachilidae,Stelis,Stelis phaeoptera,2249760
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malvales,Malvaceae,Gossypium,Gossypium arboreum,29729
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malvales,Malvaceae,Gossypium,Gossypium raimondii,29730
Bacteria,Pseudomonadati,Campylobacterota,Epsilonproteobacteria,Nautiliales,Nitratiruptoraceae,Nitratiruptor,Nitratiruptor sp. YY08-13,2724898
Bacteria,Pseudomonadati,Campylobacterota,Epsilonproteobacteria,Nautiliales,Nitratiruptoraceae,Nitratiruptor,Nitratiruptor sp. YY08-26,2724900
Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Attelabidae,Apoderus,Apoderus coryli,201766
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Vigna,Vigna umbellata,87088
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Erebidae,Lymantria,Lymantria monacha,78897
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Hinterhubera,Hinterhubera ericoides,382006
Bacteria,,Candidatus Uhrbacteria,,,,,Candidatus Uhrbacteria bacterium GW2011_GWF2_46_218,1619001
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus variabilis,103481
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Violaceae,Viola,Viola grypoceras,316475
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus dentata,103484
Eukaryota,Metazoa,Arthropoda,Insecta,Thysanoptera,Thripidae,Megalurothrips,Megalurothrips usitatus,439358
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Vitales,Vitaceae,Vitis,Vitis vinifera,29760
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Saxifragales,Saxifragaceae,Astilboides,Astilboides tabularis,29761
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Saxifragales,Saxifragaceae,Peltoboykinia,Peltoboykinia tellimoides,29767
Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Formicidae,Temnothorax,Temnothorax curvispinosus,300111
Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Formicidae,Temnothorax,Temnothorax longispinosus,300112
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Gracillariidae,Euspilapteryx,Euspilapteryx auroguttella,1594449
Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Syrphidae,Dasysyrphus,Dasysyrphus albostriatus,414801
Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,Merulinidae,Platygyra,Platygyra lamellina,242771
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Sapindales,Anacardiaceae,Mangifera,Mangifera indica,29780
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Pterophoridae,Marasmarcha,Marasmarcha lunaedactyla,1594453
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Asteropyrum,Asteropyrum peltatum,1848406
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ranunculales,Papaveraceae,Papaver,Papaver armeniacum,357465
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ranunculales,Papaveraceae,Papaver,Papaver atlanticum,357466
Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Syrphidae,Epistrophella,Epistrophella euchroma,414814
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Vitales,Vitaceae,Vitis,Vitis ficifolia,545888
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Saxifragales,Cercidiphyllaceae,Cercidiphyllum,Cercidiphyllum japonicum,13413
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Gentianales,Rubiaceae,Sherardia,Sherardia arvensis,29803
Eukaryota,Viridiplantae,Streptophyta,Pinopsida,Cupressales,Taxaceae,Taxus,Taxus chinensis,29808
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Cichorium,Cichorium intybus,13427
Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Syrphidae,Eristalis,Eristalis arbustorum,1124515
Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Thalassomonas,Thalassomonas sp. RHCl1,2995320
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Asparagales,Iridaceae,Iris,Iris pallida,29817
Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Syrphidae,Platycheirus,Platycheirus albimanus,414846
Eukaryota,Metazoa,Nematoda,Enoplea,Trichinellida,Trichinellidae,Trichinella,Trichinella murrelli,144512
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Sapindales,Burseraceae,Commiphora,Commiphora gileadensis,1700993
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ranunculales,Menispermaceae,Cocculus,Cocculus trilobus,13441
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Gentianales,Rubiaceae,Coffea,Coffea arabica,13443
Bacteria,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,,,,Alphaproteobacteria bacterium,1913988
Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,,,,Gammaproteobacteria bacterium,1913989
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Saturniidae,Saturnia,Saturnia pavonia,332931
Bacteria,Bacillati,Bacillota,Bacilli,Bacillales,Bacillaceae,Lysinibacillus,Lysinibacillus sp. PLM2,2929796
Archaea,Methanobacteriati,Methanobacteriota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanosarcina siciliae,38027
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fagales,Betulaceae,Corylus,Corylus avellana,13451
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Oleaceae,Jasminum,Jasminum sambac,660624
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Myrtales,Melastomataceae,Melastoma,Melastoma candidum,119954
Bacteria,Pseudomonadati,Pseudomonadota,Betaproteobacteria,Burkholderiales,,Thiomonas,Thiomonas sp. CB2,554131
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Stylosanthes,Stylosanthes guianensis,62615
Eukaryota,Fungi,Mucoromycota,Glomeromycetes,Paraglomerales,Paraglomeraceae,Paraglomus,Paraglomus occultum,144539
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Zingiberales,Marantaceae,Stromanthe,Stromanthe stromanthoides,210075
Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Syrphidae,Philhelius,Philhelius pedissequus,414876
Bacteria,,candidate division WWE3,,,,,candidate division WWE3 bacterium GW2011_GWA1_46_21,1619107
Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas sp. TAB23,1938595
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Asparagales,Asparagaceae,Agave,Agave angustifolia,382117
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Asparagales,Iridaceae,Savannosiphon,Savannosiphon euryphyllus,152744
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Oxalidales,Elaeocarpaceae,Elaeocarpus,Elaeocarpus floribundus,1504431
Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,Trichoderma virens,29875
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Malpighiaceae,Galphimia,Galphimia angustifolia,1561780
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Saxifragales,Hamamelidaceae,Exbucklandia,Exbucklandia populnea,54453
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Saxifragales,Hamamelidaceae,Mytilaria,Mytilaria laosensis,54454
Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Asilidae,Machimus,Machimus rusticus,1717430
Viruses,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Caulimoviridae,Caulimovirus,Isatis caulimovirus A,2593976
Eukaryota,Fungi,Ascomycota,Pichiomycetes,Serinales,Debaryomycetaceae,Yamadazyma,Yamadazyma tenuis,2315449
Bacteria,Pseudomonadati,Ignavibacteriota,Ignavibacteria,,,,Ignavibacteria bacterium,2053306
Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas sp. 2CM28B,2929851
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Sphingidae,Deilephila,Deilephila elpenor,283834
Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas sp. 2CM37A,2929853
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Liliales,Melanthiaceae,Chionographis,Chionographis japonica,119999
Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas sp. SiA1,2839744
Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas sp. 2CM41L,2929857
Bacteria,Bacillati,Bacillota,Clostridia,Peptostreptococcales,Peptostreptococcaceae,Peptostreptococcus,Peptostreptococcus equinus,3003601
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Crambidae,Nomophila,Nomophila noctuella,1209556
Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Silphidae,Phosphuga,Phosphuga atrata,414934
Eukaryota,Viridiplantae,Streptophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum,Sphagnum magellanicum,128215
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malvales,Malvaceae,Corchorus,Corchorus capsularis,210143
Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Vespidae,Dolichovespula,Dolichovespula media,881891
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Gerbera,Gerbera jamesonii,13547
Bacteria,Pseudomonadati,Bacteroidota,Chitinophagia,Chitinophagales,Chitinophagaceae,Chitinophaga,Chitinophaga rhizosphaerae,1864947
Eukaryota,Fungi,Ascomycota,Leotiomycetes,Erysiphales,Erysiphaceae,Golovinomyces,Golovinomyces cichoracearum,62708
Eukaryota,Metazoa,Arthropoda,Insecta,Thysanoptera,Thripidae,Thrips,Thrips palmi,161013
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Polygalaceae,Xanthophyllum,Xanthophyllum eurhynchum,1504513
Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Drosophilidae,Drosophila,Drosophila jambulina,111875
Eukaryota,Metazoa,Porifera,Hexactinellida,Lyssacinosida,Leucopsacidae,Oopsacas,Oopsacas minuta,111878
Bacteria,Pseudomonadati,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum,Tenacibaculum sp. XPcli2-G,2954503
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Nymphalis,Nymphalis urticae,111881
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Poales,Juncaceae,Juncus,Juncus effusus,13579
Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Culicidae,Anopheles,Anopheles maculipalpis,1496333
Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Cantharidae,Podabrus,Podabrus alpinus,1553677
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Geometridae,Hypomecis,Hypomecis punctinalis,439567
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Chrysobalanaceae,Gaulettia,Gaulettia elata,1856789
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Choreutidae,Choreutis,Choreutis nemorana,1209621
Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Tephritidae,Anastrepha,Anastrepha obliqua,95512
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae,Salicornia,Salicornia ramosissima,267548
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Apiales,Apiaceae,Bupleurum,Bupleurum falcatum,46367
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Erebia,Erebia ligea,111903
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Solanales,Convolvulaceae,Cuscuta,Cuscuta australis,267555
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Hipparchia,Hipparchia semele,111912
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Lasiommata,Lasiommata megera,111917
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Caryophyllales,Barbeuiaceae,Barbeuia,Barbeuia madagascariensis,169262
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Gesneriaceae,Dorcoceras,Dorcoceras hygrometricum,472368
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Nymphaeales,Nymphaeaceae,Nymphaea,Nymphaea colorata,210225
Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Cerambycidae,Exocentrus,Exocentrus adspersus,1586481
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Asparagales,Orchidaceae,Eucosia,Eucosia viridiflora,152882
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Melanargia,Melanargia galathea,111923
Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Cantharidae,Rhagonycha,Rhagonycha lutea,1553715
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Vernicia,Vernicia montana,316732
Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Calliphoridae,Lucilia,Lucilia sericata,13632
Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Acroceridae,Acrocera,Acrocera orbiculus,210248
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Zizania,Zizania palustris,103762
Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,Ophion,Ophion slaviceki,2979155
Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lyophyllaceae,Termitomyces,Termitomyces sp. Mi166#008,2053460
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Dilleniales,Dilleniaceae,Tetracera,Tetracera sarmentosa,1815893
Eukaryota,,,Dinophyceae,Peridiniales,Pfiesteriaceae,Pfiesteria,Pfiesteria piscicida,71001
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Erebia,Erebia aethiops,447833
Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Drosophilidae,Drosophila,Drosophila rubida,30044
Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Drosophilidae,Drosophila,Drosophila gunungcola,103775
Eukaryota,,Foraminifera,,,Reticulomyxidae,Reticulomyxa,Reticulomyxa filosa,46433
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Caragana,Caragana opulens,390498
Eukaryota,Metazoa,Arthropoda,Arachnida,Scorpiones,Buthidae,Centruroides,Centruroides sculpturatus,218467
Eukaryota,Metazoa,Arthropoda,Arachnida,Araneae,Linyphiidae,Oedothorax,Oedothorax gibbosus,931172
Archaea,Methanobacteriati,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanosphaera,Methanosphaera sp. WGK6,1561964
Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Culicidae,Anopheles,Anopheles stephensi,30069
Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Formicidae,Solenopsis,Solenopsis invicta,13686
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Strymon,Strymon melinus,13698
Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum,5507
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Saxifragales,Crassulaceae,Sedum,Sedum alfredii,439688
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Prinsepia,Prinsepia utilis,1308043
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Trochodendrales,Trochodendraceae,Tetracentron,Tetracentron sinense,13715
Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium,Photobacterium damselae,38293
Bacteria,Pseudomonadati,Candidatus Zixiibacteriota,,,,,Candidatus Zixiibacteriota bacterium,2053527
Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Curculionidae,Polydrusus,Polydrusus cervinus,202137
Bacteria,Bacillati,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces sp. 2323.1,1938841
Bacteria,Bacillati,Actinomycetota,Actinomycetes,Streptosporangiales,Streptosporangiaceae,Thermopolyspora,Thermopolyspora flexuosa,103836
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,Gerrardanthus,Gerrardanthus lobatus,931233
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Erebidae,Eudocima,Eudocima phalonia,415140
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Hippomane,Hippomane mancinella,316844
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Rhamnaceae,Hovenia,Hovenia acerba,210357
Eukaryota,,Apicomplexa,Aconoidasida,Haemosporida,Plasmodiidae,Plasmodium,Plasmodium odocoilei,1815991
Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Holotrichia,Holotrichia oblita,644536
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Sapindales,Sapindaceae,Koelreuteria,Koelreuteria bipinnata,210361
